ImageFile,FD,Contrast,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,end_instructions.keys,end_instructions.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,Fatigue.response,Fatigue.rt,key_resp_5.keys,key_resp_5.rt,n_objets.response,reaction_time.keys,vividness.response,vividness.rt,reaction_time.rt,Flow01.response,Flow02.response,Flow03.response,Flow04.response,Flow05.response,Flow06.response,Flow07.response,Flow08.response,Flow09.response,Flow10.response,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_3.keys,key_resp_3.rt,Redondance,date,frameRate,expName,session,participant
images/fcloud65-35_D1.1_10.tif,1.1,1,,,,,,,,,,,,,0,49,49,63,,,,,,,,,,,4,space,5,1.659036,0.705,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.6_10.tif,1.6,2,,,,,,,,,,,,,0,50,50,131,,,,,,,,,,,2,space,3,4.2649344,2.137,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.9_10.tif,0.9,1,,,,,,,,,,,,,0,51,51,55,,,,,,,,,,,4,space,4,2.478022,0.97,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.1_8.tif,1.1,2,,,,,,,,,,,,,0,52,52,109,,,,,,,,,,,2,space,3,4.5370422,0.537,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.2_8.tif,1.2,1,,,,,,,,,,,,,0,53,53,65,,,,,,,,,,,1,space,2,6.6521299,8.014,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1_9.tif,1,2,,,,,,,,,,,,,0,54,54,106,,,,,,,,,,,1,space,1,3.2298016,1.041,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.7_7.tif,1.7,2,,,,,,,,,,,,,0,55,55,132,,,,,,,,,,,2,space,3,5.3184979,0.757,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.7_8.tif,1.7,0,,,,,,,,,,,,,0,56,56,37,,,,,,,,,,,4,space,4,3.8796134,1.235,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.8_10.tif,0.8,1,,,,,,,,,,,,,0,57,57,51,,,,,,,,,,,2,space,4,3.8668337,0.821,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.5_8.tif,1.5,2,,,,,,,,,,,,,0,58,58,125,,,,,,,,,,,None,None,None,,18.022,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.2_7.tif,1.2,0,,,,,,,,,,,,,0,59,59,16,,,,,,,,,,,5,space,5,1.8286898,1.94,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.4_10.tif,1.4,1,,,,,,,,,,,,,0,60,60,75,,,,,,,,,,,None,None,None,,11.295,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.2_9.tif,1.2,0,,,,,,,,,,,,,0,61,61,18,,,,,,,,,,,3,space,4,4.9851227,0.689,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.8_9.tif,1.8,2,,,,,,,,,,,,,0,62,62,138,,,,,,,,,,,None,None,None,,10.276,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.7_7.tif,1.7,1,,,,,,,,,,,,,0,63,63,84,,,,,,,,,,,3,space,3,2.219137,1.052,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.2_10.tif,1.2,1,,,,,,,,,,,,,0,64,64,67,,,,,,,,,,,2,space,4,1.2546676,0.72,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.2_9.tif,1.2,1,,,,,,,,,,,,,0,65,65,66,,,,,,,,,,,3,space,4,0.7895356,0.722,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.3_10.tif,1.3,1,,,,,,,,,,,,,0,66,66,71,,,,,,,,,,,3,space,4,0.9900563,2.7,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.7_10.tif,1.7,0,,,,,,,,,,,,,0,67,67,39,,,,,,,,,,,2,space,4,3.5435578,0.603,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.8_7.tif,0.8,2,,,,,,,,,,,,,0,68,68,96,,,,,,,,,,,2,space,4,3.6930523,0.919,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.9_10.tif,1.9,2,,,,,,,,,,,,,0,69,69,143,,,,,,,,,,,2,space,3,2.6966932,0.619,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.9_8.tif,1.9,1,,,,,,,,,,,,,0,70,70,93,,,,,,,,,,,2,space,4,2.0654987,0.703,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.7_7.tif,1.7,0,,,,,,,,,,,,,0,71,71,36,,,,,,,,,,,4,space,4,1.0880266,1.369,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.9_7.tif,1.9,2,,,,,,,,,,,,,0,72,72,140,,,,,,,,,,,2,space,3,3.8160828,0.603,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1_8.tif,1,0,,,,,,,,,,,,,0,73,73,9,,,,,,,,,,,2,space,5,2.5864269,0.669,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.3_8.tif,1.3,1,,,,,,,,,,,,,0,74,74,69,,,,,,,,,,,1,space,5,6.0367347,0.769,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.1_7.tif,1.1,0,,,,,,,,,,,,,0,75,75,12,,,,,,,,,,,2,space,4,2.6571982,0.587,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.8_9.tif,1.8,1,,,,,,,,,,,,,0,76,76,90,,,,,,,,,,,3,space,4,1.8138811,0.735,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.1_9.tif,1.1,0,,,,,,,,,,,,,0,77,77,14,,,,,,,,,,,3,space,4,1.9888609,2.483,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.7_8.tif,1.7,2,,,,,,,,,,,,,0,78,78,133,,,,,,,,,,,2,space,3,4.6437106,7.447,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.8_10.tif,1.8,1,,,,,,,,,,,,,0,79,79,91,,,,,,,,,,,None,None,None,,16.526,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.6_9.tif,1.6,1,,,,,,,,,,,,,0,80,80,82,,,,,,,,,,,3,space,3,1.5292182,0.587,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.9_7.tif,0.9,2,,,,,,,,,,,,,0,81,81,100,,,,,,,,,,,2,space,5,2.7919626,0.69,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.4_10.tif,1.4,0,,,,,,,,,,,,,0,82,82,27,,,,,,,,,,,1,space,3,6.2569372,1.871,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.8_8.tif,0.8,0,,,,,,,,,,,,,0,83,83,1,,,,,,,,,,,3,space,4,1.5049122,0.737,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.6_9.tif,1.6,0,,,,,,,,,,,,,0,84,84,34,,,,,,,,,,,4,space,5,2.8492087,0.853,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.3_9.tif,1.3,1,,,,,,,,,,,,,0,85,85,70,,,,,,,,,,,4,space,5,2.6392579,0.623,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.8_10.tif,1.8,2,,,,,,,,,,,,,0,86,86,139,,,,,,,,,,,2,space,4,2.4012702,0.602,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.9_10.tif,1.9,1,,,,,,,,,,,,,0,87,87,95,,,,,,,,,,,1,None,1,,7.468,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.7_8.tif,1.7,1,,,,,,,,,,,,,0,88,88,85,,,,,,,,,,,2,space,2,2.6750353,1.659,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.6_8.tif,1.6,2,,,,,,,,,,,,,0,89,89,129,,,,,,,,,,,2,space,2,1.9431566,10.449,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.4_8.tif,1.4,0,,,,,,,,,,,,,0,90,90,25,,,,,,,,,,,3,None,3,,2.417,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.3_7.tif,1.3,0,,,,,,,,,,,,,0,91,91,20,,,,,,,,,,,4,space,4,3.2647989,1.507,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1_8.tif,1,2,,,,,,,,,,,,,0,92,92,105,,,,,,,,,,,3,space,3,1.4760302,0.857,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.8_8.tif,1.8,2,,,,,,,,,,,,,0,93,93,137,,,,,,,,,,,2,space,3,4.9898738,1.39,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.8_7.tif,0.8,0,,,,,,,,,,,,,0,94,94,0,,,,,,,,,,,1,space,4,3.7632842,0.605,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.7_10.tif,1.7,1,,,,,,,,,,,,,0,95,95,87,,,,,,,,,,,3,space,5,2.714045,0.969,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1_7.tif,1,0,,,,,,,,,,,,,0,96,96,8,,,,,,,,,,,4,space,4,3.0171441,1.003,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.1_9.tif,1.1,1,,,,,,,,,,,,,0,97,97,62,,,,,,,,,,,4,space,4,2.4937688,1.638,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.3_8.tif,1.3,0,,,,,,,,,,,,,0,98,98,21,,,,,,,,,,,2,space,4,2.9475531,1.476,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.9_9.tif,1.9,1,,,,,,,,,,,,,0,99,99,94,,,,,,,,,,,3,space,3,2.671856,2.569,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.1_7.tif,1.1,1,,,,,,,,,,,,,0,100,100,60,,,,,,,,,,,4,space,3,1.9010527,0.92,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.9_7.tif,1.9,0,,,,,,,,,,,,,0,101,101,44,,,,,,,,,,,3,space,5,2.4939993,0.619,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.1_7.tif,1.1,2,,,,,,,,,,,,,0,102,102,108,,,,,,,,,,,3,space,3,2.3979807,3.352,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.7_9.tif,1.7,0,,,,,,,,,,,,,0,103,103,38,,,,,,,,,,,3,space,4,1.5216434,0.807,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.8_10.tif,1.8,0,,,,,,,,,,,,,0,104,104,43,,,,,,,,,,,5,space,4,1.3243677,1.039,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.5_7.tif,1.5,1,,,,,,,,,,,,,0,105,105,76,,,,,,,,,,,5,space,4,0.9657785,0.621,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.5_7.tif,1.5,0,,,,,,,,,,,,,0,106,106,28,,,,,,,,,,,4,space,4,1.8374704,0.739,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1_7.tif,1,1,,,,,,,,,,,,,0,107,107,56,,,,,,,,,,,3,space,3,1.1203117,0.72,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.3_10.tif,1.3,0,,,,,,,,,,,,,0,108,108,23,,,,,,,,,,,3,space,3,1.807563,2.689,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.9_9.tif,0.9,0,,,,,,,,,,,,,0,109,109,6,,,,,,,,,,,1,space,5,3.3044939,0.709,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.8_8.tif,1.8,0,,,,,,,,,,,,,0,110,110,41,,,,,,,,,,,3,space,4,3.6968049,0.654,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.6_7.tif,1.6,2,,,,,,,,,,,,,0,111,111,128,,,,,,,,,,,3,space,3,1.2915536,0.703,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.5_9.tif,1.5,0,,,,,,,,,,,,,0,112,112,30,,,,,,,,,,,3,space,3,3.2132178,1.988,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.9_7.tif,0.9,0,,,,,,,,,,,,,0,113,113,4,,,,,,,,,,,3,space,3,4.0642596,1.023,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.6_9.tif,1.6,2,,,,,,,,,,,,,0,114,114,130,,,,,,,,,,,3,space,5,1.8315993,0.654,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.4_10.tif,1.4,2,,,,,,,,,,,,,0,115,115,123,,,,,,,,,,,3,space,3,3.7693661,0.872,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.5_10.tif,1.5,1,,,,,,,,,,,,,0,116,116,79,,,,,,,,,,,4,space,5,1.3604733,1.672,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.9_9.tif,0.9,1,,,,,,,,,,,,,0,117,117,54,,,,,,,,,,,5,space,5,1.9688063,1.672,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.6_7.tif,1.6,0,,,,,,,,,,,,,0,118,118,32,,,,,,,,,,,4,space,4,1.9130435,0.775,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D0.8_9.tif,0.8,0,,,,,,,,,,,,,0,119,119,2,,,,,,,,,,,4,space,5,2.2133711,0.604,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.4_9.tif,1.4,0,,,,,,,,,,,,,0,120,120,26,,,,,,,,,,,5,space,5,2.1970013,0.872,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.9_9.tif,1.9,0,,,,,,,,,,,,,0,121,121,46,,,,,,,,,,,5,space,4,2.1998526,2.003,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.7_10.tif,1.7,2,,,,,,,,,,,,,0,122,122,135,,,,,,,,,,,3,space,3,2.0962552,0.855,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.5_9.tif,1.5,2,,,,,,,,,,,,,0,123,123,126,,,,,,,,,,,3,space,3,1.8861336,1.156,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.4_9.tif,1.4,1,,,,,,,,,,,,,0,124,124,74,,,,,,,,,,,5,space,4,1.5151512,2.669,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.1_10.tif,1.1,2,,,,,,,,,,,,,0,125,125,111,,,,,,,,,,,2,space,4,5.8242377,0.936,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1_9.tif,1,0,,,,,,,,,,,,,0,126,126,10,,,,,,,,,,,3,space,4,2.2812188,0.624,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.6_8.tif,1.6,1,,,,,,,,,,,,,0,127,127,81,,,,,,,,,,,2,space,4,4.4962994,0.489,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.2_10.tif,1.2,2,,,,,,,,,,,,,0,128,128,115,,,,,,,,,,,2,space,3,1.982514,1.055,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.2_9.tif,1.2,2,,,,,,,,,,,,,0,129,129,114,,,,,,,,,,,2,space,3,2.3023681,7.715,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D0.9_9.tif,0.9,2,,,,,,,,,,,,,0,130,130,102,,,,,,,,,,,1,space,2,3.2056408,0.69,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.8_7.tif,1.8,0,,,,,,,,,,,,,0,131,131,40,,,,,,,,,,,4,space,4,3.5007776,1.102,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.1_8.tif,1.1,1,,,,,,,,,,,,,0,132,132,61,,,,,,,,,,,3,space,4,1.3545841,0.636,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D1.2_7.tif,1.2,1,,,,,,,,,,,,,0,133,133,64,,,,,,,,,,,5,space,4,2.0412979,01.04,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.5_8.tif,1.5,0,,,,,,,,,,,,,0,134,134,29,,,,,,,,,,,4,space,4,2.1124282,1.22,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.5_10.tif,1.5,2,,,,,,,,,,,,,0,135,135,127,,,,,,,,,,,3,space,3,2.0573132,0.637,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.4_8.tif,1.4,2,,,,,,,,,,,,,0,136,136,121,,,,,,,,,,,4,space,4,1.5126922,0.873,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud65-35_D0.9_7.tif,0.9,1,,,,,,,,,,,,,0,137,137,52,,,,,,,,,,,2,space,2,1.5680376,0.79,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.2_8.tif,1.2,0,,,,,,,,,,,,,0,138,138,17,,,,,,,,,,,3,space,3,2.4183751,1.218,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.4_7.tif,1.4,0,,,,,,,,,,,,,0,139,139,24,,,,,,,,,,,3,space,4,1.5811835,0.636,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.9_8.tif,1.9,0,,,,,,,,,,,,,0,140,140,45,,,,,,,,,,,3,space,4,1.8205516,1.204,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.8_7.tif,1.8,2,,,,,,,,,,,,,0,141,141,136,,,,,,,,,,,1,space,1,7.5191031,0.489,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud_D1.6_10.tif,1.6,0,,,,,,,,,,,,,0,142,142,35,,,,,,,,,,,3,space,1,3.2470924,0.569,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
images/fcloud80-20_D1.3_7.tif,1.3,2,,,,,,,,,,,,,0,143,143,116,,,,,,,,,,,5,space,3,1.2989758,2.734,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,9,9.877,,,,,,,,,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019_Apr_15_1020,59.59266034,Cloud_Experiment_FR_REAL,1,37